id,nom,insee,adresse,emplacements,statut,latitude,longitude
75116-T-072,La Muette,75116,11 CHAUSSEE DE LA MUETTE,17.0,en service,48.85809916964809,"2.2741094115729927"
75104-T-008,Saint-Paul,75104,10 RUE DE RIVOLI,9.0,en service,48.855492939904565,"2.360406832138487"
75117-T-086,Pont Cardinet,75117,165 rue de rome,5.0,en service,48.88719617897342,"2.3146827269790022"
75114-T-377,Leclerc / Duvernet,75114,19 AVENUE DU GENERAL LECLERC,4.0,en service,48.83154868998812,"2.330354414518755"
75108-T-926,CHAMPS-ELYSEES-BERRI,75108,92 AVENUE DES CHAMPS-ELYSEES,8.0,en service,48.87154065582322,"2.3032168523015475"
75108-T-276,François 1er / Quentin Bochard,75108,57 RUE FRANCOIS 1ER,3.0,en service,48.87001753777795,"2.3013555638591137"
75119-T-108,Porte de la Villette,75119,7 AVENUE DE LA PORTE DE LA VILLETTE,15.0,en service,48.89901472218097,"2.386429997189678"
75120-T-110,Belleville - Pyrénées,75120,360 RUE DES PYRÉNÉES,7.0,en service,48.87400461620743,"2.3858794164429695"
75108-T-275,François 1er / Pierre Charron,75108,47 RUE FRANCOIS IER,3.0,en service,48.86911881295275,"2.302828264731878"
75116-T-432,Place de l'Amiral de Grasse,75116,35 AVENUE D'IENA,4.0,en service,48.8679627614093,"2.295470146959297"
75108-T-294,Champs Elysées / Lincoln,75108,75 AVENUE DES CHAMPS ELYSEES,8.0,en service,48.87088909595894,"2.3029894097834807"
75109-T-319,Scribe pair,75109,2 RUE SCRIBE,7.0,en service,48.87076776152817,"2.3302703656204735"
75105-T-240,Monge,75105,115 RUE MONGE,4.0,en service,48.839533266070255,"2.351354453046857"
75111-T-346,Voltaire / Nation,75111,294 BOULEVARD VOLTAIRE,2.0,en service,48.84913763535184,"2.394226101695504"
75113-T-372,Hôpital Broca,75113,54 RUE PASCAL,3.0,en service,48.83440009554453,"2.3476306435218754"
75115-T-395,Place Cambronne,75115,6 PLACE CAMBRONNE,4.0,en service,48.84753111366394,"2.301705287729462"
75117-T-452,Pereire/Place Wagram,75117,67 BOULEVARD PEREIRE,4.0,en service,48.88717037478248,"2.3043044492466165"
75119-T-480,Corentin Cariou,75119,28 AVENUE CORENTIN CARIOU,2.0,en service,48.897030561328094,"2.385279192430254"
75112-T-050,Porte Dorée,75112,1 PLACE EDOUARD RENARD,8.0,en service,48.835585240162786,"2.407676752629985"
75115-T-069,Mairie du 15ème,75115,254 RUE DE VAUGIRARD,8.0,en service,48.839832115012875,"2.3019499129275194"
75118-T-094,Guy Moquet,75118,86 AVENUE DE SAINT-OUEN,9.0,en service,48.89273521630336,"2.327519992438313"
75113-T-052,Place d'Italie,75113,182 BOULEVARD VINCENT AURIOL,13.0,en service,48.831457622565836,"2.356993216272011"
75113-T-055,Patay-Tolbiac,75113,119 RUE DE PATAY,9.0,en service,48.827897331026804,"2.3709481670310644"
75108-T-027,Madeleine,75108,4 BOULEVARD MALESHERBES,12.0,en service,48.870591252578926,"2.3233582983655183"
75105-T-014,Tournelle,75105,13 QUAI DE LA TOURNELLE,6.0,en service,48.84980470852672,"2.35509879277537"
75101-T-003,Concorde Rivoli,75101,252 RUE DE RIVOLI,4.0,en service,48.86638147778323,"2.324428142666343"
75101-T-206,Saint Honoré,75101,49 RUE SAINT-HONORE,7.0,en service,48.86089378180748,"2.3451632332577"
75107-T-020,Tour Eiffel,75107,67 QUAI BRANLY,9.0,en service,48.85763585525514,"2.2916579493251934"
75107-T-921,ELISEE RECLUS,75107,1 AVENUE ELISEE RECLUS,2.0,en service,48.85887849359254,"2.297230306466401"
75108-T-299,Champs Elysées / Balzac,75108,122 AVENUE DES CHAMPS ELYSEES,9.0,en service,48.87250964657864,"2.3001697937270293"
75116-T-414,Paul Doumer / Eugène Manuel,75116,67 AVENUE PAUL DOUMER,4.0,en service,48.85974490177415,"2.279503731502056"
75119-T-107,Porte de Pantin,75119,223 AVENUE JEAN JAURÈS,15.0,en service,48.889376629631066,"2.39407228079544"
75109-T-304,Rochechouart,75109,19 BOULEVARD DE ROCHECHOUART,3.0,en service,48.88307149498222,"2.347088028733345"
75105-T-237,Hôpital Val-de-Grâce,75105,74 BOULEVARD DE PORT-ROYAL,3.0,en service,48.83809572685133,"2.344256226282533"
75105-T-238,Cardinal Lemoine,75105,35 RUE DU CARDINAL LEMOINE,4.0,en service,48.847587332913356,"2.3528899669541947"
75106-T-242,Saint-Germain/Saint Michel,75106,104 BOULEVARD SAINT-GERMAIN,6.0,en service,48.85166321384191,"2.3426789722142547"
75107-T-252,Institut National des Jeunes Aveugles,75107,56 BOULEVARD DES INVALIDES,13.0,en service,48.84745869690224,"2.3159342654352675"
75108-T-288,Berri,75108,2 RUE DE BERRI,8.0,en service,48.87171060120904,"2.3026936204185136"
75112-T-365,Traversière / Ledru-Rollin,75112,80 RUE TRAVERSIERE,3.0,en service,48.850997372443814,"2.376118999588795"
75110-T-906,Gare de l'Est SNCF,75110,11 PARVIS GARE DE L'EST,18.0,en service,48.876621678440955,"2.3587017101261503"
75118-T-467,Lamarck - Caulaincourt,75118,98 RUE CAULAINCOURT,10.0,en service,48.88957216796515,"2.339933155016027"
75119-T-479,Petit / Luneville,75119,71 RUE PETIT,8.0,en service,48.88587425491521,"2.388671487847958"
75114-T-379,René Coty / Denfert Rochereau,75114,2 AVENUE RENE COTY,3.0,en service,48.833266077431865,"2.3330008553179953"
75115-T-386,Porte de Versailles/Parc des Expositions,75115,PLACE DE LA PORTE DE VERSAILLES,13.0,en service,48.832568261011005,"2.2875747444755063"
75118-T-472,Ordener / Barbès,75118,81 RUE ORDENER,6.0,en service,48.89168955694914,"2.348332469282022"
75117-T-446,Ternes / Mac-Mahon,75117,37 AVENUE DES TERNES,6.0,en service,48.87864683214023,"2.293451321455031"
75117-T-447,Ternes / Pereire,75117,89 AVENUE DES TERNES,3.0,en service,48.88004586515189,"2.2873756345476917"
75114-T-060,Place Coluche Amiral Mouchez,75114,1 RUE DE L'AMIRAL MOUCHEZ,4.0,en service,48.82392642543733,"2.3414590504145534"
75116-T-077,Place de Barcelone,75116,1 RUE MIRABEAU,9.0,en service,48.84707179965176,"2.2729273260965277"
75113-T-056,Porte d'Italie,75113,164 BOULEVARD MASSÉNA,5.0,en service,48.819345748798234,"2.3601442017232794"
75114-T-058,Denfert Rochereau,75114,297 BOULEVARD RASPAIL,6.0,en service,48.83490358884194,"2.3321482805561033"
75105-T-011,Maubert Mutualité,75105,60 BOULEVARD SAINT GERMAIN,18.0,en service,48.850309287421965,"2.3482361115292623"
