id;nom;insee;adresse;emplacements;no_appel;info;statut;geo_shape;geopoint;geopoint_datagouv
75102-T-117;Etienne Marcel;75102;30 RUE ETIENNE MARCEL;3;;;en service;"{""coordinates"": [2.3469027162464164, 48.86447936976294], ""type"": ""Point""}";48.86447936976294, 2.3469027162464164;2.3469027162464164, 48.86447936976294
75116-T-436;la Fontaine;75116;122 RUE JEAN DE LA FONTAINE;5;;;en service;"{""coordinates"": [2.2646512266284384, 48.848312361376514], ""type"": ""Point""}";48.848312361376514, 2.2646512266284384;2.2646512266284384, 48.848312361376514
75117-T-086;Pont Cardinet;75117;165 RUE DE ROME;5;;;en service;"{""coordinates"": [2.2978814990274805, 48.8856784112865], ""type"": ""Point""}";48.8856784112865, 2.2978814990274805;2.2978814990274805, 48.8856784112865
75104-T-916;TOUR SAINT JACQUES;75104;18 RUE SAINT-MARTIN;4;;;en service;"{""coordinates"": [2.3494065693910255, 48.85773378174813], ""type"": ""Point""}";48.85773378174813, 2.3494065693910255;2.3494065693910255, 48.85773378174813
75108-T-274;François 1er / Marbeuf;75108;44 RUE FRANCOIS 1ER;4;;;en service;"{""coordinates"": [2.3040668837150133, 48.86855326914259], ""type"": ""Point""}";48.86855326914259, 2.3040668837150133;2.3040668837150133, 48.86855326914259
75116-T-412;Kléber / Portugais;75116;19 AVENUE KLEBER;7;;;en service;"{""coordinates"": [2.2933211405864538, 48.87109050931021], ""type"": ""Point""}";48.87109050931021, 2.2933211405864538;2.2933211405864538, 48.87109050931021
75106-T-246;Tournon / Sénat;75106;18 RUE DE TOURNON;3;;;en service;"{""coordinates"": [2.337130379343512, 48.84944086052796], ""type"": ""Point""}";48.84944086052796, 2.337130379343512;2.337130379343512, 48.84944086052796
75108-T-269;Malesherbes / Monceau;75108;103 BOULEVARD MALESHERBES;3;;du 103 au 105;en service;"{""coordinates"": [2.313729610089249, 48.87963056025472], ""type"": ""Point""}";48.87963056025472, 2.313729610089249;2.313729610089249, 48.87963056025472
75108-T-279;Tronchet;75108;5 RUE TRONCHET;6;;;en service;"{""coordinates"": [2.325145652563093, 48.871274119459436], ""type"": ""Point""}";48.871274119459436, 2.325145652563093;2.325145652563093, 48.871274119459436
75108-T-289;La Boétie;75108;27 RUE LA BOETIE;2;;;en service;"{""coordinates"": [2.3160999326445024, 48.87385403733685], ""type"": ""Point""}";48.87385403733685, 2.3160999326445024;2.3160999326445024, 48.87385403733685
75111-T-343;Voltaire / Sedaine;75111;122 BOULEVARD VOLTAIRE;4;;;en service;"{""coordinates"": [2.37824277261617, 48.85872511744088], ""type"": ""Point""}";48.85872511744088, 2.37824277261617;2.37824277261617, 48.85872511744088
75111-T-351;Roquette / Saint-Maur;75111;133 RUE DE LA ROQUETTE;4;;;en service;"{""coordinates"": [2.383617391683781, 48.8587600113093], ""type"": ""Point""}";48.8587600113093, 2.383617391683781;2.383617391683781, 48.8587600113093
75113-T-366;Vincent Auriol / Quai de la Gare;75113;3 BOULEVARD VINCENT AURIOL;5;;;en service;"{""coordinates"": [2.373565127009778, 48.83706770423062], ""type"": ""Point""}";48.83706770423062, 2.373565127009778;2.373565127009778, 48.83706770423062
75118-T-466;Rochechouart / Briquet;75118;64 BOULEVARD DE ROCHECHOUART;7;;;en service;"{""coordinates"": [2.3446570842833583, 48.88318132179045], ""type"": ""Point""}";48.88318132179045, 2.3446570842833583;2.3446570842833583, 48.88318132179045
75114-T-380;Romain Rolland;75114;29 BOULEVARD ROMAIN ROLLAND;9;;;en service;"{""coordinates"": [2.324713397326531, 48.819947090805734], ""type"": ""Point""}";48.819947090805734, 2.324713397326531;2.324713397326531, 48.819947090805734
75120-T-115;Porte de Montreuil;75120;3 AVENUE DE LA PORTE DE MONTREUIL;4;0143700000;;en service;"{""coordinates"": [2.4110979972579605, 48.85367651930858], ""type"": ""Point""}";48.85367651930858, 2.4110979972579605;2.4110979972579605, 48.85367651930858
75117-T-448;Niel / Bayen;75117;7 AVENUE NIEL;3;;;en service;"{""coordinates"": [2.2943700506469926, 48.87941380092191], ""type"": ""Point""}";48.87941380092191, 2.2943700506469926;2.2943700506469926, 48.87941380092191
75115-T-063;Place Charles Michels;75115;56 RUE LINOIS;5;0145782000;;en service;"{""coordinates"": [2.285079206806228, 48.84693825854762], ""type"": ""Point""}";48.84693825854762, 2.285079206806228;2.285079206806228, 48.84693825854762
75115-T-383;Grenelle/Bir Hakeim;75115;3 BOULEVARD DE GRENELLE;4;;du 3 au 9;en service;"{""coordinates"": [2.289345613318307, 48.854289523420924], ""type"": ""Point""}";48.854289523420924, 2.289345613318307;2.289345613318307, 48.854289523420924
75115-T-398;Balard /  Convention;75115;1 RUE BALARD;7;;;en service;"{""coordinates"": [2.2771898557983326, 48.845644395277105], ""type"": ""Point""}";48.845644395277105, 2.2771898557983326;2.2771898557983326, 48.845644395277105
75120-T-487;Belleville / Télégraphe;75120;240 RUE DE BELLEVILLE;2;;;en service;"{""coordinates"": [2.398724977597637, 48.87542437787055], ""type"": ""Point""}";48.87542437787055, 2.398724977597637;2.398724977597637, 48.87542437787055
75102-T-222;Rue de la Paix;75102;13 RUE DE LA PAIX;4;;;en service;"{""coordinates"": [2.331093630696817, 48.869330064735486], ""type"": ""Point""}";48.869330064735486, 2.331093630696817;2.331093630696817, 48.869330064735486
75103-T-227;Boulevard Saint-Denis;75103;7 BOULEVARD SAINT-DENIS;10;;;en service;"{""coordinates"": [2.354725780016315, 48.86904539917889], ""type"": ""Point""}";48.86904539917889, 2.354725780016315;2.354725780016315, 48.86904539917889
75119-T-102;Flandres - Argone;75119;152 AVENUE DE FLANDRE;6;;;en service;"{""coordinates"": [2.3807130666814147, 48.89392890779952], ""type"": ""Point""}";48.89392890779952, 2.3807130666814147;2.3807130666814147, 48.89392890779952
75119-T-101;Porte des Lilas;75119;2 AVENUE DE LA PORTE DES LILAS;12;0142027140;;en service;"{""coordinates"": [2.4101605544229674, 48.87831406269205], ""type"": ""Point""}";48.87831406269205, 2.4101605544229674;2.4101605544229674, 48.87831406269205
75109-T-317;La Fayette / Le Peletier;75109;44 RUE LA FAYETTE;4;;;en service;"{""coordinates"": [2.3401887496625284, 48.87490897752145], ""type"": ""Point""}";48.87490897752145, 2.3401887496625284;2.3401887496625284, 48.87490897752145
75109-T-324;Havre;75109;1 RUE DU HAVRE;4;;;en service;"{""coordinates"": [2.326476311640309, 48.87414658772309], ""type"": ""Point""}";48.87414658772309, 2.326476311640309;2.326476311640309, 48.87414658772309
75110-T-332;Saint-Martin Faubourg / Gare de l'Est;75110;147 RUE DU FAUBOURG SAINT-MARTIN;25;;;en service;"{""coordinates"": [2.3607810811867855, 48.87684775498742], ""type"": ""Point""}";48.87684775498742, 2.3607810811867855;2.3607810811867855, 48.87684775498742
75107-T-255;Bac;75107;142 RUE DU BAC;9;;;en service;"{""coordinates"": [2.3237789247313585, 48.85081086828551], ""type"": ""Point""}";48.85081086828551, 2.3237789247313585;2.3237789247313585, 48.85081086828551
75108-T-265;Montaigne / François 1er;75108;41 AVENUE MONTAIGNE;11;;;en service;"{""coordinates"": [2.306434432741967, 48.867308888183004], ""type"": ""Point""}";48.867308888183004, 2.306434432741967;2.306434432741967, 48.867308888183004
75108-T-268;Malesherbes / Laborde;75108;55 BOULEVARD MALESHERBES;3;;;en service;"{""coordinates"": [2.31846525158127, 48.87575012344976], ""type"": ""Point""}";48.87575012344976, 2.31846525158127;2.31846525158127, 48.87575012344976
75112-T-364;Reuilly / Erard;75112;37 RUE DE REUILLY;2;;;en service;"{""coordinates"": [2.3873527839204316, 48.846781197180796], ""type"": ""Point""}";48.846781197180796, 2.3873527839204316;2.3873527839204316, 48.846781197180796
75113-T-370;Tolbiac / Vergnaud;75113;225 RUE DE TOLBIAC;5;;;en service;"{""coordinates"": [2.3455974636572003, 48.82577605632897], ""type"": ""Point""}";48.82577605632897, 2.3455974636572003;2.3455974636572003, 48.82577605632897
75101-T-212;Louvre;75101;17 RUE DU LOUVRE;4;;;en service;"{""coordinates"": [2.3423195184348344, 48.86412558037499], ""type"": ""Point""}";48.86412558037499, 2.3423195184348344;2.3423195184348344, 48.86412558037499
75113-T-057;Porte de Choisy;75113;119 BOULEVARD MASSENA;8;;;en service;"{""coordinates"": [2.363622579127808, 48.819355004006276], ""type"": ""Point""}";48.819355004006276, 2.363622579127808;2.363622579127808, 48.819355004006276
75112-T-044;Bastille;75112;10 PLACE DE LA BASTILLE;9;0143470332;;en service;"{""coordinates"": [2.3698595291414475, 48.853095613641415], ""type"": ""Point""}";48.853095613641415, 2.3698595291414475;2.3698595291414475, 48.853095613641415
75115-T-068;La Motte-Picquet Grenelle;75115;66 AVENUE DE LA MOTTE-PICQUET;12;0145660000;;en service;"{""coordinates"": [2.2981621487359516, 48.84950073973344], ""type"": ""Point""}";48.84950073973344, 2.2981621487359516;2.2981621487359516, 48.84950073973344
75106-T-017;Port Royal - Observatoire;75106;18 AVENUE DE L'OBSERVATOIRE;3;;;en service;"{""coordinates"": [2.3367325840669864, 48.8405820250022], ""type"": ""Point""}";48.8405820250022, 2.3367325840669864;2.3367325840669864, 48.8405820250022
75109-T-316;La Fayette/ Le Peletier;75109;32 Rue Le Peletier;5;;;en service;"{""coordinates"": [2.339134757775101, 48.87445407455549], ""type"": ""Point""}";48.87445407455549, 2.339134757775101;2.339134757775101, 48.87445407455549
75111-T-041;Mairie du 11è - Léon Blum;75111;PLACE LÉON BLUM;8;0143790000;;en service;"{""coordinates"": [2.380096711412443, 48.85802200479088], ""type"": ""Point""}";48.85802200479088, 2.380096711412443;2.380096711412443, 48.85802200479088
75108-T-296;Champs Elysées /Bauchart;75108;91 AVENUE DES CHAMPS ELYSEES;3;;;en service;"{""coordinates"": [2.302109110378526, 48.87116742101719], ""type"": ""Point""}";48.87116742101719, 2.302109110378526;2.302109110378526, 48.87116742101719
75112-T-357;Terroirs de France;75112;26 AVENUE DES TERROIRS DE FRANCE;9;;;en service;"{""coordinates"": [2.38807413597248, 48.83150302784172], ""type"": ""Point""}";48.83150302784172, 2.38807413597248;2.38807413597248, 48.83150302784172
75108-T-929;Rue François Ier;75108;41 RUE FRANÇOIS IER;3;;;en service;"{""coordinates"": [2.3031443695431806, 48.86890520377347], ""type"": ""Point""}";48.86890520377347, 2.3031443695431806;2.3031443695431806, 48.86890520377347
75120-T-486;Charonne / Avron;75120;44 RUE DE CHARONNE;4;;;en service;"{""coordinates"": [2.398570601471786, 48.85121876662204], ""type"": ""Point""}";48.85121876662204, 2.398570601471786;2.398570601471786, 48.85121876662204
75120-T-113;Père Lachaise - Ménilmontant;75120;26 BOULEVARD DE MÉNILMONTANT;12;;;en service;"{""coordinates"": [2.3890000575353527, 48.85970998512391], ""type"": ""Point""}";48.85970998512391, 2.3890000575353527;2.3890000575353527, 48.85970998512391
75115-T-404;Morillons / Dantzig;75115;35 RUE DES MORILLONS;9;;;en service;"{""coordinates"": [2.2990275258514794, 48.83346288578793], ""type"": ""Point""}";48.83346288578793, 2.2990275258514794;2.2990275258514794, 48.83346288578793
75109-T-318;Scribe Impair;75109;2 RUE SCRIBE;4;;;en service;"{""coordinates"": [2.3302703656204735, 48.87076776152817], ""type"": ""Point""}";48.87076776152817, 2.3302703656204735;2.3302703656204735, 48.87076776152817
75109-T-306;Haussmann / Laffitte;75109;10 BOULEVARD HAUSSMANN;4;;;en service;"{""coordinates"": [2.3389217263012982, 48.87230033805631], ""type"": ""Point""}";48.87230033805631, 2.3389217263012982;2.3389217263012982, 48.87230033805631
75108-T-263;Marceau/Intercontinental;75108;64 AVENUE MARCEAU;9;;;en service;"{""coordinates"": [2.2978737740870163, 48.87084972543335], ""type"": ""Point""}";48.87084972543335, 2.2978737740870163;2.2978737740870163, 48.87084972543335
75115-T-397;Place Etienne-Pernet;75115;20 PLACE ETIENNE PERNET;5;;;en service;"{""coordinates"": [2.29202471624356, 48.84296780853331], ""type"": ""Point""}";48.84296780853331, 2.29202471624356;2.29202471624356, 48.84296780853331
75117-T-451;Pereire / Tocqueville;75117;55 BOULEVARD PEREIRE;6;;;en service;"{""coordinates"": [2.307330507516014, 48.88741644590665], ""type"": ""Point""}";48.88741644590665, 2.307330507516014;2.307330507516014, 48.88741644590665
75118-T-465;Clichy / Houdon;75118;16 BOULEVARD DE CLICHY;12;;;en service;"{""coordinates"": [2.3380072197135875, 48.882438334643524], ""type"": ""Point""}";48.882438334643524, 2.3380072197135875;2.3380072197135875, 48.882438334643524
75119-T-474;Flandre / Ourcq;75119;110 AVENUE DE FLANDRE;5;;;en service;"{""coordinates"": [2.3785690849015095, 48.8917800717628], ""type"": ""Point""}";48.8917800717628, 2.3785690849015095;2.3785690849015095, 48.8917800717628
75119-T-476;Serurier / Philarmonie;75119;185 BOULEVARD SERURIER;24;;;en service;"{""coordinates"": [2.3950560968528047, 48.890628729837665], ""type"": ""Point""}";48.890628729837665, 2.3950560968528047;2.3950560968528047, 48.890628729837665
75119-T-477;Belleville/Place du général Ingold;75119;6 RUE DE BELLEVILLE;5;;;en service;"{""coordinates"": [2.377210881371872, 48.87223395113604], ""type"": ""Point""}";48.87223395113604, 2.377210881371872;2.377210881371872, 48.87223395113604
75112-T-049;Mairie du 12ème;75112;157 AVENUE DAUMESNIL;6;;;en service;"{""coordinates"": [2.3880550940863228, 48.84128002495563], ""type"": ""Point""}";48.84128002495563, 2.3880550940863228;2.3880550940863228, 48.84128002495563
75113-T-053;Abbé Georges Hénocque;75113;8 PLACE DE L'ABBÉ GEORGES HÉNOCQUE;2;;;en service;"{""coordinates"": [2.352919316058243, 48.823624711756274], ""type"": ""Point""}";48.823624711756274, 2.352919316058243;2.352919316058243, 48.823624711756274
75116-T-073;Porte de Saint Cloud;75116;5 PLACE DE LA PORTE DE SAINT-CLOUD;9;0146516040;;en service;"{""coordinates"": [2.2576158201272665, 48.837471713152404], ""type"": ""Point""}";48.837471713152404, 2.2576158201272665;2.2576158201272665, 48.837471713152404
75117-T-084;Porte Maillot;75117;80 AVENUE DE LA GRANDE ARMÉE;57;;;en service;"{""coordinates"": [2.28451824978396, 48.87748351082448], ""type"": ""Point""}";48.87748351082448, 2.28451824978396;2.28451824978396, 48.87748351082448
75107-T-025;La Tour Maubourg - Invalides;75107;58 BOULEVARD DE LA TOUR-MAUBOURG;10;0145557842;;en service;"{""coordinates"": [2.309788238548364, 48.857948977029736], ""type"": ""Point""}";48.857948977029736, 2.309788238548364;2.309788238548364, 48.857948977029736
75102-T-005;Opéra;75102;4 PLACE DE L OPERA;4;0147427575;;en service;"{""coordinates"": [2.3328322325270836, 48.8704409760417], ""type"": ""Point""}";48.8704409760417, 2.3328322325270836;2.3328322325270836, 48.8704409760417
75101-T-004;Place Vendôme;75101;25 PLACE VENDOME;6;;;en service;"{""coordinates"": [2.330031609133001, 48.86826891448731], ""type"": ""Point""}";48.86826891448731, 2.330031609133001;2.330031609133001, 48.86826891448731
75108-T-282;Myron Herrick;75108;3 AVENUE MYRON HERRICK;7;;;en service;"{""coordinates"": [2.3099129379392953, 48.87330582274874], ""type"": ""Point""}";48.87330582274874, 2.3099129379392953;2.3099129379392953, 48.87330582274874
75116-T-427;Mozart / Ranelagh;75116;48 AVENUE MOZART;6;;;en service;"{""coordinates"": [2.270009684090198, 48.85542991007948], ""type"": ""Point""}";48.85542991007948, 2.270009684090198;2.270009684090198, 48.85542991007948
75116-T-438;Marceau / Chaillot;75116;45 AVENUE MARCEAU;7;;;en service;"{""coordinates"": [2.298653102574208, 48.8687340150263], ""type"": ""Point""}";48.8687340150263, 2.298653102574208;2.298653102574208, 48.8687340150263
75116-T-437;Porte Maillot - Hackin;75116;3  / VOIE AS/16;4;;;en service;"{""coordinates"": [2.280671960457252, 48.87800997260129], ""type"": ""Point""}";48.87800997260129, 2.280671960457252;2.280671960457252, 48.87800997260129
75117-T-442;Villiers / Cardinet;75117;51 AVENUE DE VILLIERS;3;;;en service;"{""coordinates"": [2.3068408064306594, 48.88322553536262], ""type"": ""Point""}";48.88322553536262, 2.3068408064306594;2.3068408064306594, 48.88322553536262
75117-T-444;Wagram / Place d'Israël;75117;126 AVENUE DE WAGRAM;4;;;en service;"{""coordinates"": [2.3033041948892063, 48.88480720734847], ""type"": ""Point""}";48.88480720734847, 2.3033041948892063;2.3033041948892063, 48.88480720734847
75116-T-423;Bugeaud / La Faisanderie;75116;57 AVENUE BUGEAUD;8;;;en service;"{""coordinates"": [2.2779425612746254, 48.87121476542796], ""type"": ""Point""}";48.87121476542796, 2.2779425612746254;2.2779425612746254, 48.87121476542796
75110-T-329;Saint-Denis Faubourg /Fidélité;75110;96 RUE DU FAUBOURG SAINT-DENIS;7;;;en service;"{""coordinates"": [2.355613816455035, 48.874518429597664], ""type"": ""Point""}";48.874518429597664, 2.355613816455035;2.355613816455035, 48.874518429597664
75106-T-241;Place Henri Mondor;75106;93 BOULEVARD SAINT-GERMAIN;4;;;en service;"{""coordinates"": [2.3392801730383246, 48.85217917700279], ""type"": ""Point""}";48.85217917700279, 2.3392801730383246;2.3392801730383246, 48.85217917700279
75108-T-258;Friedland/Arsène Houssaye;75108;34 AVENUE DE FRIEDLAND;3;;34 au 36;en service;"{""coordinates"": [2.2987700659098644, 48.87421082299438], ""type"": ""Point""}";48.87421082299438, 2.2987700659098644;2.2987700659098644, 48.87421082299438
75111-T-344;Voltaire / Charonne;75111;167 BOULEVARD VOLTAIRE;7;;;en service;"{""coordinates"": [2.385756942561757, 48.8546338731498], ""type"": ""Point""}";48.8546338731498, 2.385756942561757;2.385756942561757, 48.8546338731498
75111-T-341;République / Guillaume Bertrand;75111;90 AVENUE DE LA REPUBLIQUE;6;;;en service;"{""coordinates"": [2.381552507932785, 48.863790521985905], ""type"": ""Point""}";48.863790521985905, 2.381552507932785;2.381552507932785, 48.863790521985905
75112-T-362;GDL - Châlon - dépose;75112;34 RUE DE CHALON;6;;;en service;"{""coordinates"": [2.376765091824946, 48.844411151110045], ""type"": ""Point""}";48.844411151110045, 2.376765091824946;2.376765091824946, 48.844411151110045
75117-T-463;Jouffroy d'Abbans;75117;31 RUE JOUFFROY D'ABBANS;3;;;en service;"{""coordinates"": [2.3095035879973205, 48.88588428254739], ""type"": ""Point""}";48.88588428254739, 2.3095035879973205;2.3095035879973205, 48.88588428254739
75118-T-468;Cimetière Montmartre;75118;16 RUE JOSEPH DE MAISTRE;5;;;en service;"{""coordinates"": [2.3323734554928697, 48.887348995559826], ""type"": ""Point""}";48.887348995559826, 2.3323734554928697;2.3323734554928697, 48.887348995559826
75101-T-209;Amiral de Coligny;75101;6 RUE DE L'AMIRAL DE COLIGNY;11;;emplacements du 6 au 9 compris;en service;"{""coordinates"": [2.340937046872583, 48.860666676929455], ""type"": ""Point""}";48.860666676929455, 2.340937046872583;2.340937046872583, 48.860666676929455
75101-T-213;Place André Malraux;75101;161 RUE SAINT-HONORE;10;;;en service;"{""coordinates"": [2.3350132094169704, 48.86334592638924], ""type"": ""Point""}";48.86334592638924, 2.3350132094169704;2.3350132094169704, 48.86334592638924
75117-T-445;Wagram /Place du Brésil;75117;139 AVENUE DE WAGRAM;4;;;en service;"{""coordinates"": [2.3026782355305397, 48.88461130567044], ""type"": ""Point""}";48.88461130567044, 2.3026782355305397;2.3026782355305397, 48.88461130567044
75118-T-093;Château Rouge;75118;3 RUE CUSTINE;8;;;en service;"{""coordinates"": [2.349081221802404, 48.88740641132486], ""type"": ""Point""}";48.88740641132486, 2.349081221802404;2.349081221802404, 48.88740641132486
75118-T-097;Porte d'Aubervilliers;75118;3 AVENUE DE LA PORTE D'AUBERVILLIERS;4;;;en service;"{""coordinates"": [2.3700526257203323, 48.899392463455506], ""type"": ""Point""}";48.899392463455506, 2.3700526257203323;2.3700526257203323, 48.899392463455506
75105-T-010;Gobelins;75105;90 BOULEVARD SAINT MARCEL;6;0143310000;;en service;"{""coordinates"": [2.3523073255556493, 48.83714266058493], ""type"": ""Point""}";48.83714266058493, 2.3523073255556493;2.3523073255556493, 48.83714266058493
75107-T-022;Bac - Saint Germain;75107;54 RUE DU BAC;13;0142224964;du 46 au 54;en service;"{""coordinates"": [2.3259754956075205, 48.85617447865638], ""type"": ""Point""}";48.85617447865638, 2.3259754956075205;2.3259754956075205, 48.85617447865638
75107-T-250;Lowendal / Obelisk;75107;19 AVENUE DE LOWENDAL;6;;;en service;"{""coordinates"": [2.3056296128290845, 48.850579263309335], ""type"": ""Point""}";48.850579263309335, 2.3056296128290845;2.3056296128290845, 48.850579263309335
75115-T-998;Cambronne 2;75115;12 rue cambronne;4;;;station provisoire;"{""coordinates"": [2.3023833161855447, 48.844326999562234], ""type"": ""Point""}";48.844326999562234, 2.3023833161855447;2.3023833161855447, 48.844326999562234
75106-T-900;RASPAIL MONTPARNASSE;75106;132-136 boulevard Raspail;12;;;en service;"{""coordinates"": [2.329313830866803, 48.84228907773029], ""type"": ""Point""}";48.84228907773029, 2.329313830866803;2.329313830866803, 48.84228907773029
75102-T-224;Réaumur;75102;108 RUE REAUMUR;2;;;en service;"{""coordinates"": [2.347099337515892, 48.86751504333612], ""type"": ""Point""}";48.86751504333612, 2.347099337515892;2.347099337515892, 48.86751504333612
75118-T-922;PLACE ALBERT KAHN;75118;119 RUE DU MONT CENIS;6;;;en service;"{""coordinates"": [2.34594253630664, 48.89552060331822], ""type"": ""Point""}";48.89552060331822, 2.34594253630664;2.34594253630664, 48.89552060331822
75107-T-253;Place Henry de Montherlant;75107;9 PLACE HENRY DE MONTHERLANT;9;;;en service;"{""coordinates"": [2.32594270481029, 48.86047138562606], ""type"": ""Point""}";48.86047138562606, 2.32594270481029;2.32594270481029, 48.86047138562606
75109-T-309;Haussmann /Place Diaghilev;75109;29 BOULEVARD HAUSSMANN;16;;;en service;"{""coordinates"": [2.3319100092403096, 48.87325619965324], ""type"": ""Point""}";48.87325619965324, 2.3319100092403096;2.3319100092403096, 48.87325619965324
75111-T-342;Boulevard de Charonne / Place des Antilles;75111;3 BOULEVARD DE CHARONNE;7;;;en service;"{""coordinates"": [2.3985490020656095, 48.84886413934422], ""type"": ""Point""}";48.84886413934422, 2.3985490020656095;2.3985490020656095, 48.84886413934422
75111-T-353;Timbaud;75111;108 RUE JEAN-PIERRE TIMBAUD;6;;;en service;"{""coordinates"": [2.3793071347743053, 48.86824631608542], ""type"": ""Point""}";48.86824631608542, 2.3793071347743053;2.3793071347743053, 48.86824631608542
75110-T-904;Gare du Nord SNCF;75110;18 RUE DE MAUBEUGE (cour des taxis);14;;;en service;"{""coordinates"": [2.3535864946732197, 48.88037588341335], ""type"": ""Point""}";48.88037588341335, 2.3535864946732197;2.3535864946732197, 48.88037588341335
75119-T-483;Mouzaïa / Brunet;75119;1 RUE DE MOUZAIA;2;;;en service;"{""coordinates"": [2.390665370792639, 48.880169305118876], ""type"": ""Point""}";48.880169305118876, 2.390665370792639;2.390665370792639, 48.880169305118876
75108-T-293;Champs Elysées / Arcades;75108;78 AVENUE DES CHAMPS ELYSEES;12;;;en service;"{""coordinates"": [2.3051681993412765, 48.87092190713012], ""type"": ""Point""}";48.87092190713012, 2.3051681993412765;2.3051681993412765, 48.87092190713012
75116-T-076;Mozart - Jasmin;75116;84 AVENUE MOZART;7;;;en service;"{""coordinates"": [2.267817725036695, 48.852130877220524], ""type"": ""Point""}";48.852130877220524, 2.267817725036695;2.267817725036695, 48.852130877220524
75118-T-096;Place du Tertre;75118;1 RUE DU CARDINAL DUBOIS;6;;;en service;"{""coordinates"": [2.3428530517872077, 48.88579002962867], ""type"": ""Point""}";48.88579002962867, 2.3428530517872077;2.3428530517872077, 48.88579002962867
75109-T-034;Trinité d'Estienne d'Orves;75109;2 PLACE D'ESTIENNE D'ORVES;5;0148740000;;en service;"{""coordinates"": [2.3325559250604675, 48.87654727783263], ""type"": ""Point""}";48.87654727783263, 2.3325559250604675;2.3325559250604675, 48.87654727783263
75108-T-028;Place de l'Alma;75108;1 AVENUE GEORGE V;12;0140709604;;en service;"{""coordinates"": [2.3011518380792593, 48.86523444937545], ""type"": ""Point""}";48.86523444937545, 2.3011518380792593;2.3011518380792593, 48.86523444937545
75103-T-007;Beaubourg;75103;24 RUE BEAUBOURG;3;;;en service;"{""coordinates"": [2.353820469256785, 48.86156282714138], ""type"": ""Point""}";48.86156282714138, 2.353820469256785;2.353820469256785, 48.86156282714138
75102-T-223;Quatre Septembre;75102;2 RUE DU QUATRE SEPTEMBRE;7;;;en service;"{""coordinates"": [2.339823263033117, 48.86906520966371], ""type"": ""Point""}";48.86906520966371, 2.339823263033117;2.339823263033117, 48.86906520966371
75120-T-488;Pelleport;75120;90 RUE PELLEPORT;9;;;en service;"{""coordinates"": [2.4015497559658403, 48.86827295625821], ""type"": ""Point""}";48.86827295625821, 2.4015497559658403;2.4015497559658403, 48.86827295625821
75116-T-925;FONDATION LOUIS VUITTON;75116;AVENUE DU MAHATMA GANDHI;6;;;en service;"{""coordinates"": [2.2631364195913224, 48.87605854694454], ""type"": ""Point""}";48.87605854694454, 2.2631364195913224;2.2631364195913224, 48.87605854694454
75119-T-105;Mairie du 19ème;75119;1 AVENUE DE LAUMIÈRE;5;;;en service;"{""coordinates"": [2.381363875525625, 48.88272329834341], ""type"": ""Point""}";48.88272329834341, 2.381363875525625;2.381363875525625, 48.88272329834341
75110-T-303;Place Jacques Bonsergent;75110;12 PLACE JACQUES BONSERGENT;5;;;en service;"{""coordinates"": [2.3608025975484286, 48.871242662606214], ""type"": ""Point""}";48.871242662606214, 2.3608025975484286;2.3608025975484286, 48.871242662606214
75109-T-321;Caumartin;75109;49 RUE DE CAUMARTIN;6;;;en service;"{""coordinates"": [2.328251107525473, 48.87342474018916], ""type"": ""Point""}";48.87342474018916, 2.328251107525473;2.328251107525473, 48.87342474018916
75110-T-327;Parmentier / Goncourt;75110;141 AVENUE PARMENTIER;8;;;en service;"{""coordinates"": [2.3708108313790763, 48.87018792531641], ""type"": ""Point""}";48.87018792531641, 2.3708108313790763;2.3708108313790763, 48.87018792531641
75114-T-373;Maine / Froidevaux;75114;96 AVENUE DU MAINE;4;;;en service;"{""coordinates"": [2.3231206312810166, 48.83739532837302], ""type"": ""Point""}";48.83739532837302, 2.3231206312810166;2.3231206312810166, 48.83739532837302
75108-T-291;Champs Elysées - Rond Point;75108;15 AVENUE DES CHAMPS ELYSEES;23;;;en service;"{""coordinates"": [2.307495572013714, 48.869455911169844], ""type"": ""Point""}";48.869455911169844, 2.307495572013714;2.307495572013714, 48.869455911169844
75117-T-453;Pereire -Levallois;75117;116 BOULEVARD PEREIRE;5;;;en service;"{""coordinates"": [2.297629921408648, 48.8854711099186], ""type"": ""Point""}";48.8854711099186, 2.297629921408648;2.297629921408648, 48.8854711099186
75117-T-456;Courcelles / Flaubert;75117;105 RUE DE COURCELLES;3;;;en service;"{""coordinates"": [2.300387250242627, 48.88179100416005], ""type"": ""Point""}";48.88179100416005, 2.300387250242627;2.300387250242627, 48.88179100416005
75115-T-384;Grenelle / Dupleix;75115;63 BOULEVARD DE GRENELLE;6;;;en service;"{""coordinates"": [2.293154554477945, 48.850794114017184], ""type"": ""Point""}";48.850794114017184, 2.293154554477945;2.293154554477945, 48.850794114017184
75102-T-216;Italiens/Gramont;75102;19 BOULEVARD DES ITALIENS;8;;;en service;"{""coordinates"": [2.3366872185827305, 48.87123086482408], ""type"": ""Point""}";48.87123086482408, 2.3366872185827305;2.3366872185827305, 48.87123086482408
75116-T-081;Trocadéro;75116;1 AVENUE D'EYLAU;17;0147270000;;en service;"{""coordinates"": [2.286335674304802, 48.863363218793516], ""type"": ""Point""}";48.863363218793516, 2.286335674304802;2.286335674304802, 48.863363218793516
