id;nom;insee;adresse;emplacements;no_appel;info;statut;geo_shape;geopoint;geopoint_datagouv
75119-T-484;Tanger;75119;16T RUE DE TANGER;6;;;en service;"{""coordinates"": [2.3689646538300746, 48.886188600688236], ""type"": ""Point""}";48.886188600688236, 2.3689646538300746;2.3689646538300746, 48.886188600688236
75110-T-337;Alsace;75110;21 RUE D'ALSACE;5;;;en service;"{""coordinates"": [2.357864242070205, 48.87739249960617], ""type"": ""Point""}";48.87739249960617, 2.357864242070205;2.357864242070205, 48.87739249960617
75108-T-298;Champs Elysées / Bassano;75108;103 AVENUE DES CHAMPS ELYSEES;8;;;en service;"{""coordinates"": [2.300063551913162, 48.87181698138564], ""type"": ""Point""}";48.87181698138564, 2.300063551913162;2.300063551913162, 48.87181698138564
75109-T-307;Haussmann / Taitbout;75109;14 BOULEVARD HAUSSMANN;4;;;en service;"{""coordinates"": [2.3372200997150885, 48.872540342976826], ""type"": ""Point""}";48.872540342976826, 2.3372200997150885;2.3372200997150885, 48.872540342976826
75116-T-429;Poincaré / Lauriston;75116;40 AVENUE RAYMOND POINCARE;5;;;en service;"{""coordinates"": [2.2864425340334, 48.86602809804327], ""type"": ""Point""}";48.86602809804327, 2.2864425340334;2.2864425340334, 48.86602809804327
75108-T-280;Roosevelt / Théâtre du Rond Point;75108;43 AVENUE FRANKLIN D. ROOSEVELT;6;;;en service;"{""coordinates"": [2.309953980037344, 48.86822841945435], ""type"": ""Point""}";48.86822841945435, 2.309953980037344;2.309953980037344, 48.86822841945435
75111-T-348;Richard Lenoir / Amelot;75111;1 BOULEVARD RICHARD LENOIR;5;;;en service;"{""coordinates"": [2.3692108009535335, 48.85430347141947], ""type"": ""Point""}";48.85430347141947, 2.3692108009535335;2.3692108009535335, 48.85430347141947
75112-T-901;Gare de Lyon SNCF;75112;8 PLACE LOUIS ARMAND;103;;;en service;"{""coordinates"": [2.373436105827891, 48.8451106231118], ""type"": ""Point""}";48.8451106231118, 2.373436105827891;2.373436105827891, 48.8451106231118
75117-T-457;Rome / Legendre;75117;135 RUE DE ROME;2;;;en service;"{""coordinates"": [2.3166163174391654, 48.885707402091235], ""type"": ""Point""}";48.885707402091235, 2.3166163174391654;2.3166163174391654, 48.885707402091235
75117-T-458;Mac-Mahon / Troyon;75117;21 AVENUE MAC-MAHON;6;;;en service;"{""coordinates"": [2.2942424143831746, 48.8769281012419], ""type"": ""Point""}";48.8769281012419, 2.2942424143831746;2.2942424143831746, 48.8769281012419
75117-T-460;Pershing / Koenig;75117;22 BOULEVARD PERSHING;14;;;en service;"{""coordinates"": [2.28262950142426, 48.88006722507015], ""type"": ""Point""}";48.88006722507015, 2.28262950142426;2.28262950142426, 48.88006722507015
75119-T-482;Petit/Meaux;75119;121 RUE DE MEAUX;8;;;en service;"{""coordinates"": [2.3788347261473257, 48.884585912691115], ""type"": ""Point""}";48.884585912691115, 2.3788347261473257;2.3788347261473257, 48.884585912691115
75115-T-387;Quai de Grenelle / Novotel;75115;61 QUAI DE GRENELLE;8;;;en service;"{""coordinates"": [2.2829001567496987, 48.84992294166981], ""type"": ""Point""}";48.84992294166981, 2.2829001567496987;2.2829001567496987, 48.84992294166981
75101-T-211;Marengo;75101;1 RUE DE MARENGO;3;;;en service;"{""coordinates"": [2.339128927086149, 48.86184837657944], ""type"": ""Point""}";48.86184837657944, 2.339128927086149;2.339128927086149, 48.86184837657944
75102-T-214;Capucines/Louis le Grand;75102;1 BOULEVARD DES CAPUCINES;4;;;en service;"{""coordinates"": [2.3339630975787142, 48.87076285656672], ""type"": ""Point""}";48.87076285656672, 2.3339630975787142;2.3339630975787142, 48.87076285656672
75111-T-043;Saint Ambroise;75111;57 BOULEVARD VOLTAIRE;5;;;en service;"{""coordinates"": [2.373391871065638, 48.862002676608256], ""type"": ""Point""}";48.862002676608256, 2.373391871065638;2.373391871065638, 48.862002676608256
75117-T-082;Etoile - Wagram;75117;67 Boulevard Pereire;10;0143800199;;en service;"{""coordinates"": [2.305386274370729, 48.88717567894479], ""type"": ""Point""}";48.88717567894479, 2.305386274370729;2.305386274370729, 48.88717567894479
75115-T-070;Place Balard;75115;3 PLACE BALARD;3;;;en service;"{""coordinates"": [2.279066978305342, 48.83691440100358], ""type"": ""Point""}";48.83691440100358, 2.279066978305342;2.279066978305342, 48.83691440100358
75111-T-038;Nation;75111;3 AVENUE DU TRÔNE;14;0143732958;;en service;"{""coordinates"": [2.3978274533514643, 48.84860852998622], ""type"": ""Point""}";48.84860852998622, 2.3978274533514643;2.3978274533514643, 48.84860852998622
75117-T-090;Porte de Saint Ouen;75117;3 AVENUE DE LA PORTE DE SAINT OUEN;7;0142630000;;en service;"{""coordinates"": [2.3287853028781047, 48.89828666841568], ""type"": ""Point""}";48.89828666841568, 2.3287853028781047;2.3287853028781047, 48.89828666841568
75109-T-320;Condorcet;75109;69 RUE CONDORCET;5;;;en service;"{""coordinates"": [2.340669811693258, 48.88032485422117], ""type"": ""Point""}";48.88032485422117, 2.340669811693258;2.340669811693258, 48.88032485422117
75103-T-225;Saint-Martin-République;75103;1 BOULEVARD SAINT-MARTIN;7;;;en service;"{""coordinates"": [2.3614072541382307, 48.86793297232912], ""type"": ""Point""}";48.86793297232912, 2.3614072541382307;2.3614072541382307, 48.86793297232912
75120-T-489;Bagnolet / Pyrénées;75120;96 RUE DE BAGNOLET;3;;;en service;"{""coordinates"": [2.4024724660388745, 48.85924282049246], ""type"": ""Point""}";48.85924282049246, 2.4024724660388745;2.4024724660388745, 48.85924282049246
75119-T-104;Flandre - Stalingrad;75119;15 AVENUE DE FLANDRE;6;;;en service;"{""coordinates"": [2.3693614710783595, 48.885051311054795], ""type"": ""Point""}";48.885051311054795, 2.3693614710783595;2.3693614710783595, 48.885051311054795
75104-T-119;Hotel de Ville;75104;4 RUE DE LOBAU;5;;;en service;"{""coordinates"": [2.3537438183255324, 48.85646337472804], ""type"": ""Point""}";48.85646337472804, 2.3537438183255324;2.3537438183255324, 48.85646337472804
75101-T-203;Rivoli/Rouget de l'Isle;75101;238 RUE DE RIVOLI;3;;;en service;"{""coordinates"": [2.3263368878036847, 48.86576104595841], ""type"": ""Point""}";48.86576104595841, 2.3263368878036847;2.3263368878036847, 48.86576104595841
75101-T-205;Rivoli/29 Juillet;75101;208 RUE DE RIVOLI;4;;du 206 au 208 compris;en service;"{""coordinates"": [2.3303592437048017, 48.86446055732531], ""type"": ""Point""}";48.86446055732531, 2.3303592437048017;2.3303592437048017, 48.86446055732531
75115-T-406;Florian Delbarre / France TV;75115;28 RUE DU PROFESSEUR FLORIAN DELBARRE;4;;;en service;"{""coordinates"": [2.271871132095047, 48.83934048164963], ""type"": ""Point""}";48.83934048164963, 2.271871132095047;2.271871132095047, 48.83934048164963
75116-T-409;Iéna / Place Amiral de Grasse;75116;33 AVENUE D'IENA;6;;;en service;"{""coordinates"": [2.294064900396159, 48.86513546635059], ""type"": ""Point""}";48.86513546635059, 2.294064900396159;2.294064900396159, 48.86513546635059
75116-T-411;Kleber / Boissière;75116;61 AVENUE KLEBER;12;0170363297;;en service;"{""coordinates"": [2.29013177815591, 48.86662774435086], ""type"": ""Point""}";48.86662774435086, 2.29013177815591;2.29013177815591, 48.86662774435086
75101-T-208;Place du Palais Royal;75101;1 PLACE DU PALAIS ROYAL;6;01 42 60 61 40;;en service;"{""coordinates"": [2.336346067792886, 48.862736666697366], ""type"": ""Point""}";48.862736666697366, 2.336346067792886;2.336346067792886, 48.862736666697366
75116-T-425;Georges Lafont;75116;104 AVENUE GEORGES LAFONT;1;;;en service;"{""coordinates"": [2.25688848625146, 48.83724841631142], ""type"": ""Point""}";48.83724841631142, 2.25688848625146;2.25688848625146, 48.83724841631142
75111-T-350;Charonne / Ledru-Rollin;75111;47 RUE DE CHARONNE;6;;;en service;"{""coordinates"": [2.377690699432455, 48.85337878740128], ""type"": ""Point""}";48.85337878740128, 2.377690699432455;2.377690699432455, 48.85337878740128
75114-T-375;Saint-Jacques / Ferrus;75114;17 BOULEVARD SAINT-JACQUES;7;;;en service;"{""coordinates"": [2.339504335340362, 48.83189469198936], ""type"": ""Point""}";48.83189469198936, 2.339504335340362;2.339504335340362, 48.83189469198936
75114-T-382;Didot;75114;113 RUE DIDOT;3;;;en service;"{""coordinates"": [2.315171456846368, 48.82841623040249], ""type"": ""Point""}";48.82841623040249, 2.315171456846368;2.315171456846368, 48.82841623040249
75116-T-079;Porte d'Auteuil;75116;136 BOULEVARD EXELMANS;14;0146511461;du 136 au 144;en service;"{""coordinates"": [2.25988784092498, 48.847761482250135], ""type"": ""Point""}";48.847761482250135, 2.25988784092498;2.25988784092498, 48.847761482250135
75107-T-026;Place Vauban;75107;3 AVENUE DE TOURVILLE;5;;;en service;"{""coordinates"": [2.3139593212287046, 48.85356285412788], ""type"": ""Point""}";48.85356285412788, 2.3139593212287046;2.3139593212287046, 48.85356285412788
75112-T-048;Cour Saint Emilion;75112;12 RUE DES PIROGUES DE BERCY;6;0144750916;;en service;"{""coordinates"": [2.386024251021688, 48.831892633238176], ""type"": ""Point""}";48.831892633238176, 2.386024251021688;2.386024251021688, 48.831892633238176
75107-T-023;Ecole Militaire;75107;28 AVENUE DE TOURVILLE;7;0147050000;;en service;"{""coordinates"": [2.306534476022721, 48.854272053874695], ""type"": ""Point""}";48.854272053874695, 2.306534476022721;2.306534476022721, 48.854272053874695
75102-T-915;CAPUCINES-DAUNOU;75102;35 Boulevard des Capucines;3;;;en service;"{""coordinates"": [2.3298569502289936, 48.87006678925731], ""type"": ""Point""}";48.87006678925731, 2.3298569502289936;2.3298569502289936, 48.87006678925731
75102-T-219;Boulevard Montmartre;75102;3 BOULEVARD MONTMARTRE;9;;;en service;"{""coordinates"": [2.342627337950953, 48.87139326159189], ""type"": ""Point""}";48.87139326159189, 2.342627337950953;2.342627337950953, 48.87139326159189
75103-T-231;Grenier Saint-Lazare;75103;36 RUE DU GRENIER SAINT-LAZARE;6;;;en service;"{""coordinates"": [2.352694663730358, 48.86324146171627], ""type"": ""Point""}";48.86324146171627, 2.352694663730358;2.352694663730358, 48.86324146171627
75117-T-443;Villiers/Wagram;75117;75 AVENUE DE VILLIERS;8;;;en service;"{""coordinates"": [2.3040704983683264, 48.883813727781956], ""type"": ""Point""}";48.883813727781956, 2.3040704983683264;2.3040704983683264, 48.883813727781956
75116-T-417;Victor Hugo / Longchamps;75116;155 AVENUE VICTOR HUGO;4;;;en service;"{""coordinates"": [2.2788971264378404, 48.866865434781005], ""type"": ""Point""}";48.866865434781005, 2.2788971264378404;2.2788971264378404, 48.866865434781005
75116-T-421;Place de Passy;75116;71 RUE DE PASSY;4;;;en service;"{""coordinates"": [2.2771513775491274, 48.85791937336743], ""type"": ""Point""}";48.85791937336743, 2.2771513775491274;2.2771513775491274, 48.85791937336743
75116-T-430;Exelmans;75116;23 BOULEVARD EXELMANS;3;;;en service;"{""coordinates"": [2.264605174944818, 48.84080179322122], ""type"": ""Point""}";48.84080179322122, 2.264605174944818;2.264605174944818, 48.84080179322122
75109-T-323;Faubourg Poissonière;75109;2 RUE DU FAUBOURG POISSONNIERE;5;;;en service;"{""coordinates"": [2.3487098815194805, 48.87672449102855], ""type"": ""Point""}";48.87672449102855, 2.3487098815194805;2.3487098815194805, 48.87672449102855
75110-T-331;Saint-Martin Faubourg / Cité Saint Martin;75110;100 RUE DU FAUBOURG SAINT-MARTIN;4;;;en service;"{""coordinates"": [2.358129112405564, 48.873166612748], ""type"": ""Point""}";48.873166612748, 2.358129112405564;2.358129112405564, 48.873166612748
75110-T-336;Abbeville / La Fayette;75110;RUE D'ABBEVILLE;2;;;en service;"{""coordinates"": [2.35146133890625, 48.877962101816955], ""type"": ""Point""}";48.877962101816955, 2.35146133890625;2.35146133890625, 48.877962101816955
75107-T-254;Solférino;75107;12 RUE DE SOLFERINO;6;;;en service;"{""coordinates"": [2.3227456560307704, 48.85938269890242], ""type"": ""Point""}";48.85938269890242, 2.3227456560307704;2.3227456560307704, 48.85938269890242
75107-T-256;Place de Breteuil/Duroc;75107;5 PLACE DE BRETEUIL;3;;;en service;"{""coordinates"": [2.312530210614305, 48.84734066976481], ""type"": ""Point""}";48.84734066976481, 2.312530210614305;2.312530210614305, 48.84734066976481
75108-T-285;Place de la Madeleine;75108;6 PLACE DE LA MADELEINE;3;;;en service;"{""coordinates"": [2.324592242462121, 48.869240969285805], ""type"": ""Point""}";48.869240969285805, 2.324592242462121;2.324592242462121, 48.869240969285805
75112-T-363;Lyon / Diderot;75112;4 RUE DE LYON;7;;;en service;"{""coordinates"": [2.3721830989968677, 48.84653784761327], ""type"": ""Point""}";48.84653784761327, 2.3721830989968677;2.3721830989968677, 48.84653784761327
75112-T-902;Gare de Lyon SNCF;75112;24 DENIVELE CHALON;17;;;en service;"{""coordinates"": [2.3768609563012624, 48.84414213061917], ""type"": ""Point""}";48.84414213061917, 2.3768609563012624;2.3768609563012624, 48.84414213061917
75112-T-903;Gare de Lyon SNCF;75112;110 RAMPE MERCURE;16;;;en service;"{""coordinates"": [2.371748119915268, 48.84536093073594], ""type"": ""Point""}";48.84536093073594, 2.371748119915268;2.371748119915268, 48.84536093073594
75115-T-394;Montparnasse / Tour;75115;66 BOULEVARD DU MONTPARNASSE;9;;;en service;"{""coordinates"": [2.3236284143714654, 48.84345101771957], ""type"": ""Point""}";48.84345101771957, 2.3236284143714654;2.3236284143714654, 48.84345101771957
75118-T-471;Damrémont / Ordener;75118;85 RUE DAMREMONT;3;;;en service;"{""coordinates"": [2.3363328237809107, 48.893808688009685], ""type"": ""Point""}";48.893808688009685, 2.3363328237809107;2.3363328237809107, 48.893808688009685
75115-T-388;Dantzig /Parc Georges Brassens;75115;46 RUE DE DANTZIG;12;;du 46 au 50;en service;"{""coordinates"": [2.297473657904017, 48.832396264243904], ""type"": ""Point""}";48.832396264243904, 2.297473657904017;2.297473657904017, 48.832396264243904
75101-T-001;Châtelet;75101;Place du Châtelet;9;0142332099;en vis-à-vis du théâtre municipal du Châtelet et en face de la Chambre des Notaires;en service;"{""coordinates"": [2.3471106020777164, 48.85774521409753], ""type"": ""Point""}";48.85774521409753, 2.3471106020777164;2.3471106020777164, 48.85774521409753
75116-T-074;Henri Martin;75116;78 AVENUE HENRI MARTIN;11;;;en service;"{""coordinates"": [2.2725333414609667, 48.864292437312805], ""type"": ""Point""}";48.864292437312805, 2.2725333414609667;2.2725333414609667, 48.864292437312805
75115-T-064;Porte de Versailles;75115;370 RUE DE VAUGIRARD;8;0148280000;;en service;"{""coordinates"": [2.2902094758756553, 48.83405659208457], ""type"": ""Point""}";48.83405659208457, 2.2902094758756553;2.2902094758756553, 48.83405659208457
75117-T-085;Courcelles Chazelle;75117;94 BOULEVARD DE COURCELLES;13;0147668050;;en service;"{""coordinates"": [2.303752178249973, 48.879462259838625], ""type"": ""Point""}";48.879462259838625, 2.303752178249973;2.303752178249973, 48.879462259838625
75117-T-087;Porte d'Asnières;75117;13 BOULEVARD BERTHIER;5;;;en service;"{""coordinates"": [2.302674251046165, 48.88928884104021], ""type"": ""Point""}";48.88928884104021, 2.302674251046165;2.302674251046165, 48.88928884104021
75111-T-040;Hôpital Saint Antoine;75111;2 RUE FAIDHERBE;2;0143720000;;en service;"{""coordinates"": [2.3843850748475424, 48.850261746280914], ""type"": ""Point""}";48.850261746280914, 2.3843850748475424;2.3843850748475424, 48.850261746280914
75106-T-016;Mabillon;75106;4 RUE DU FOUR;5;0143290000;;en service;"{""coordinates"": [2.3351457588935425, 48.85301357364956], ""type"": ""Point""}";48.85301357364956, 2.3351457588935425;2.3351457588935425, 48.85301357364956
75108-T-297;Champs Elysées / Washington;75108;90 AVENUE DES CHAMPS ELYSEES;23;;90 au 104;en service;"{""coordinates"": [2.3014808864187843, 48.87187890404097], ""type"": ""Point""}";48.87187890404097, 2.3014808864187843;2.3014808864187843, 48.87187890404097
75108-T-271;Saint-Honoré / Royale;75108;6 RUE DU FAUBOURG SAINT-HONORE;9;;;en service;"{""coordinates"": [2.3230609727074323, 48.86847698037068], ""type"": ""Point""}";48.86847698037068, 2.3230609727074323;2.3230609727074323, 48.86847698037068
75119-T-485;Lilas / Saint-Gervais;75119;11 RUE DES LILAS;6;;;en service;"{""coordinates"": [2.3958057125966823, 48.87827884113635], ""type"": ""Point""}";48.87827884113635, 2.3958057125966823;2.3958057125966823, 48.87827884113635
75109-T-315;Maubeuge / Condorcet;75109;61 RUE DE MAUBEUGE;6;;;en service;"{""coordinates"": [2.349123530134122, 48.8796528000886], ""type"": ""Point""}";48.8796528000886, 2.349123530134122;2.349123530134122, 48.8796528000886
75110-T-328;Dunkerque / St Quentin;75110;15 RUE DE DUNKERQUE;7;;;en service;"{""coordinates"": [2.356570502695056, 48.87959270493587], ""type"": ""Point""}";48.87959270493587, 2.356570502695056;2.356570502695056, 48.87959270493587
75108-T-257;Friedland;75108;1 AVENUE DE FRIEDLAND;7;;;en service;"{""coordinates"": [2.3047825101215875, 48.87461798391426], ""type"": ""Point""}";48.87461798391426, 2.3047825101215875;2.3047825101215875, 48.87461798391426
75112-T-361;Crozatier / Diderot;75112;22 RUE CROZATIER;3;;;en service;"{""coordinates"": [2.3820766762610392, 48.84656728088239], ""type"": ""Point""}";48.84656728088239, 2.3820766762610392;2.3820766762610392, 48.84656728088239
75113-T-371;Dupuy de Lôme;75113;8 RUE DUPUY DE LOME;3;;;en service;"{""coordinates"": [2.3705854766988144, 48.821398412692815], ""type"": ""Point""}";48.821398412692815, 2.3705854766988144;2.3705854766988144, 48.821398412692815
75115-T-399;Convention / Lacordaire;75115;65 RUE DE LA CONVENTION;9;;;en service;"{""coordinates"": [2.283894480566213, 48.84304509346932], ""type"": ""Point""}";48.84304509346932, 2.283894480566213;2.283894480566213, 48.84304509346932
75117-T-454;Place Tristan Bernard;75117;1 PLACE TRISTAN BERNARD;6;;;en service;"{""coordinates"": [2.2908161868844372, 48.87914079191516], ""type"": ""Point""}";48.87914079191516, 2.2908161868844372;2.2908161868844372, 48.87914079191516
